LineID,VariableMap
512,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
513,check pass; user unknown
514,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
515,check pass; user unknown
516,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
517,check pass; user unknown
518,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
519,check pass; user unknown
520,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
521,check pass; user unknown
522,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
523,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
524,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
525,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
526,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
527,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
528,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
529,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
530,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
531,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
532,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
533,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
534,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
535,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
536,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
537,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
538,Authentication failed from <#9> <#10> Permission denied in replay cache code
539,Kerberos authentication failed
540,Authentication failed from <#9> <#10> Permission denied in replay cache code
541,Kerberos authentication failed
542,Authentication failed from <#9> <#10> Permission denied in replay cache code
543,Kerberos authentication failed
544,Authentication failed from <#9> <#10> Permission denied in replay cache code
545,Kerberos authentication failed
546,Authentication failed from <#9> <#10> Permission denied in replay cache code
547,Kerberos authentication failed
548,Authentication failed from <#9> <#10> Permission denied in replay cache code
549,Kerberos authentication failed
550,Authentication failed from <#9> <#10> Permission denied in replay cache code
551,Authentication failed from <#9> <#10> Permission denied in replay cache code
552,Authentication failed from <#9> <#10> Software caused connection abort
553,Kerberos authentication failed
554,Kerberos authentication failed
555,Kerberos authentication failed
556,Authentication failed from <#9> <#10> Software caused connection abort
557,Kerberos authentication failed
558,Authentication failed from <#9> <#10> Software caused connection abort
559,Kerberos authentication failed
560,Authentication failed from <#9> <#10> Software caused connection abort
561,Kerberos authentication failed
562,Authentication failed from <#9> <#10> Software caused connection abort
563,Kerberos authentication failed
564,Authentication failed from <#9> <#10> Software caused connection abort
565,Kerberos authentication failed
566,Authentication failed from <#9> <#10> Software caused connection abort
567,Kerberos authentication failed
568,Authentication failed from <#9> <#10> Software caused connection abort
569,Kerberos authentication failed
570,Authentication failed from <#9> <#10> Software caused connection abort
571,Kerberos authentication failed
572,Authentication failed from <#9> <#10> Software caused connection abort
573,Authentication failed from <#9> <#10> Software caused connection abort
574,Authentication failed from <#9> <#10> Software caused connection abort
575,Kerberos authentication failed
576,Authentication failed from <#9> <#10> Software caused connection abort
577,Kerberos authentication failed
578,Authentication failed from <#9> <#10> Software caused connection abort
579,Authentication failed from <#9> <#10> Software caused connection abort
580,Kerberos authentication failed
581,Kerberos authentication failed
582,Kerberos authentication failed
583,Kerberos authentication failed
584,session opened for user <#75> by <#76>
585,session opened for user <#75> by <#76>
586,session opened for user <#75> by <#76>
587,session opened for user <#75> by <#76>
588,session opened for user <#75> by <#76>
589,session opened for user <#75> by <#76>
590,session opened for user <#75> by <#76>
591,session opened for user <#75> by <#76>
592,session closed for user <#75>
593,session closed for user <#75>
594,session opened for user <#75> by <#76>
595,session opened for user <#75> by <#76>
596,session closed for user <#75>
597,session closed for user <#75>
598,session closed for user <#75>
599,session closed for user <#75>
600,session closed for user <#75>
601,session closed for user <#75>
602,session closed for user <#75>
603,session closed for user <#75>
604,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
605,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
606,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
607,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
608,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
609,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
610,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
611,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
612,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
613,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
614,session opened for user <#75> by <#76>
615,session closed for user <#75>
616,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
617,session opened for user <#75> by <#76>
618,session closed for user <#75>
619,session opened for user <#75> by <#76>
620,session closed for user <#75>
621,session opened for user <#75> by <#76>
622,session closed for user <#75>
623,session opened for user <#75> by <#76>
624,session closed for user <#75>
625,session opened for user <#75> by <#76>
626,session closed for user <#75>
627,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
628,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
629,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
630,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
631,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
632,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
633,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
634,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
635,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
636,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
637,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
638,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
639,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
640,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
641,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
642,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
643,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
644,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
645,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
646,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
647,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
648,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
649,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
650,session opened for user <#75> by <#76>
651,session opened for user <#75> by <#76>
652,session closed for user <#75>
653,session opened for user <#75> by <#76>
654,session closed for user <#75>
655,session opened for user <#75> by <#76>
656,session closed for user <#75>
657,session closed for user <#75>
658,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
659,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
660,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
661,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
662,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
663,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
664,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
665,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
666,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
667,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
668,session opened for user <#75> by <#76>
669,session opened for user <#75> by <#76>
670,session opened for user <#75> by <#76>
671,session opened for user <#75> by <#76>
672,session closed for user <#75>
673,session closed for user <#75>
674,session closed for user <#75>
675,session closed for user <#75>
676,session opened for user <#75> by <#76>
677,session closed for user <#75>
678,session opened for user <#75> by <#76>
679,session opened for user <#75> by <#76>
680,session opened for user <#75> by <#76>
681,session closed for user <#75>
682,session closed for user <#75>
683,session closed for user <#75>
684,session opened for user <#75> by <#76>
685,session closed for user <#75>
686,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
687,session opened for user <#75> by <#76>
688,session closed for user <#75>
689,check pass; user unknown
690,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
691,check pass; user unknown
692,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
693,check pass; user unknown
694,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
695,check pass; user unknown
696,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
697,check pass; user unknown
698,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
699,check pass; user unknown
700,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
701,check pass; user unknown
702,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
703,check pass; user unknown
704,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
705,check pass; user unknown
706,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
707,check pass; user unknown
708,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
709,session opened for user <#75> by <#76>
710,session closed for user <#75>
711,cupsd shutdown succeeded
712,cupsd startup succeeded
713,restart.
714,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
715,session opened for user <#75> by <#76>
716,session closed for user <#75>
717,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
718,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
719,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
720,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
721,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
722,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
723,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
724,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
725,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
726,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
727,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
728,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
729,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
730,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
731,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
732,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
733,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
734,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
735,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
736,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
737,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
738,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
739,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
740,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
741,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
742,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
743,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
744,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
745,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
746,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
747,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
748,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
749,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
750,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
751,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
752,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
753,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
754,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
755,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
756,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
757,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
758,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
759,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
760,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
761,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
762,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
763,session opened for user <#75> by <#76>
764,session closed for user <#75>
765,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
766,session opened for user <#75> by <#76>
767,session closed for user <#75>
768,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
769,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
770,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
771,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
772,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
773,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
774,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
775,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
776,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
777,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
778,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
779,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
780,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
781,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
782,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
783,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
784,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
785,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
786,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
787,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
788,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
789,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
790,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
791,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
792,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
793,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
794,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
795,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
796,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
797,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
798,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
799,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
800,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
801,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
802,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
803,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
804,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
805,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
806,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
807,session opened for user <#75> by <#76>
808,session closed for user <#75>
809,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
810,session opened for user <#75> by <#76>
811,session closed for user <#75>
812,check pass; user unknown
813,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
814,check pass; user unknown
815,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
816,check pass; user unknown
817,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
818,check pass; user unknown
819,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
820,check pass; user unknown
821,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
822,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
823,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
824,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
825,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
826,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
827,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
828,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
829,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
830,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
831,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
832,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
833,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
834,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
835,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
836,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
837,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
838,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
839,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
840,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
841,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
842,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
843,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
844,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
845,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
846,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
847,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
848,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
849,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
850,session opened for user <#75> by <#76>
851,session closed for user <#75>
852,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
853,session opened for user <#75> by <#76>
854,session closed for user <#75>
855,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
856,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
857,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
858,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
859,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
860,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
861,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
862,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
863,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
864,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
865,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
866,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
867,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
868,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
869,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
870,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
871,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
872,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
873,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
874,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
875,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
876,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
877,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
878,session opened for user <#75> by <#76>
879,session closed for user <#75>
880,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
881,session opened for user <#75> by <#76>
882,session closed for user <#75>
883,session opened for user <#75> by <#76>
884,session opened for user <#75> by <#76>
885,session closed for user <#75>
886,session opened for user <#75> by <#76>
887,session closed for user <#75>
888,session closed for user <#75>
889,session opened for user <#75> by <#76>
890,session opened for user <#75> by <#76>
891,session closed for user <#75>
892,session opened for user <#75> by <#76>
893,session closed for user <#75>
894,session closed for user <#75>
895,<#65> info <#66>
896,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
897,session opened for user <#75> by <#76>
898,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
899,session closed for user <#75>
900,removing device node <#73>
901,removing device node <#73>
902,creating device node <#64>
903,creating device node <#64>
904,removing device node <#73>
905,removing device node <#73>
906,creating device node <#64>
907,creating device node <#64>
908,check pass; user unknown
909,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
910,check pass; user unknown
911,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
912,check pass; user unknown
913,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
914,check pass; user unknown
915,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
916,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
917,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
918,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
919,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
920,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
921,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
922,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
923,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
924,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
925,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
926,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
927,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
928,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
929,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
930,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
931,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
932,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
933,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
934,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
935,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
936,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
937,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
938,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
939,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
940,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
941,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
942,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
943,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
944,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
945,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
946,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
947,session opened for user <#75> by <#76>
948,session closed for user <#75>
949,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
950,session opened for user <#75> by <#76>
951,session closed for user <#75>
952,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
953,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
954,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
955,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
956,session opened for user <#75> by <#76>
957,session closed for user <#75>
958,authentication failure; logname= <#1> <#2> <#3> <#4> <#5>
959,session opened for user <#75> by <#76>
960,session closed for user <#75>
961,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
962,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
963,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
964,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
965,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
966,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
967,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
968,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
969,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
970,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
971,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
972,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
973,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
974,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
975,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
976,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
977,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
978,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
979,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
980,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
981,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
982,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
983,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
984,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
985,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
986,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
987,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
988,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
989,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
990,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
991,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
992,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
993,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
994,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
995,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
996,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
997,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
998,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
999,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
1000,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
1001,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
1002,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
1003,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
1004,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
1005,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
1006,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
1007,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
1008,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
1009,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
1010,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
1011,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
1012,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
1013,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
1014,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
1015,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
1016,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
1017,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
1018,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
1019,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
1020,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
1021,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
1022,connection from <#62> <#63> at <#52> <#53> <#54> <#55> <#56>
