LineID,VariableMap
546,Receiving block <#2> src: <#7> dest: <#8>
547,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
548,<#1> NameSystem.allocateBlock: <#12> <#3>
549,Received block <#2> of size <#5> from <#9>
550,PacketResponder <#4> for block <#2> terminating
551,Receiving block <#2> src: <#7> dest: <#8>
552,<#1> NameSystem.allocateBlock: <#12> <#3>
553,Received block <#2> of size <#5> from <#9>
554,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
555,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
556,<#1> NameSystem.allocateBlock: <#12> <#3>
557,Receiving block <#2> src: <#7> dest: <#8>
558,PacketResponder <#4> for block <#2> terminating
559,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
560,PacketResponder <#4> for block <#2> terminating
561,Receiving block <#2> src: <#7> dest: <#8>
562,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
563,Received block <#2> of size <#5> from <#9>
564,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
565,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
566,Receiving block <#2> src: <#7> dest: <#8>
567,PacketResponder <#4> for block <#2> terminating
568,Verification succeeded for <#3>
569,Receiving block <#2> src: <#7> dest: <#8>
570,Receiving block <#2> src: <#7> dest: <#8>
571,PacketResponder <#4> for block <#2> terminating
572,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
573,Received block <#2> of size <#5> from <#9>
574,Receiving block <#2> src: <#7> dest: <#8>
575,Receiving block <#2> src: <#7> dest: <#8>
576,Received block <#2> of size <#5> from <#9>
577,Received block <#2> of size <#5> from <#9>
578,Receiving block <#2> src: <#7> dest: <#8>
579,Received block <#2> of size <#5> from <#9>
580,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
581,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
582,Receiving block <#2> src: <#7> dest: <#8>
583,Received block <#2> of size <#5> from <#9>
584,Deleting block <#2> file <#11>
585,Received block <#2> of size <#5> from <#9>
586,Received block <#2> of size <#5> from <#9>
587,Receiving block <#2> src: <#7> dest: <#8>
588,PacketResponder <#4> for block <#2> terminating
589,PacketResponder <#4> for block <#2> terminating
590,Receiving block <#2> src: <#7> dest: <#8>
591,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
592,Received block <#2> of size <#5> from <#9>
593,Receiving block <#2> src: <#7> dest: <#8>
594,<#1> NameSystem.allocateBlock: <#12> <#3>
595,Received block <#2> of size <#5> from <#9>
596,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
597,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
598,Receiving block <#2> src: <#7> dest: <#8>
599,Receiving block <#2> src: <#7> dest: <#8>
600,Receiving block <#2> src: <#7> dest: <#8>
601,<#1> NameSystem.allocateBlock: <#12> <#3>
602,Receiving block <#2> src: <#7> dest: <#8>
603,PacketResponder <#4> for block <#2> terminating
604,PacketResponder <#4> for block <#2> terminating
605,Receiving block <#2> src: <#7> dest: <#8>
606,Receiving block <#2> src: <#7> dest: <#8>
607,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
608,Receiving block <#2> src: <#7> dest: <#8>
609,Receiving block <#2> src: <#7> dest: <#8>
610,Receiving block <#2> src: <#7> dest: <#8>
611,Receiving block <#2> src: <#7> dest: <#8>
612,Receiving block <#2> src: <#7> dest: <#8>
613,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
614,PacketResponder <#4> for block <#2> terminating
615,Received block <#2> of size <#5> from <#9>
616,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
617,PacketResponder <#4> for block <#2> terminating
618,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
619,Received block <#2> of size <#5> from <#9>
620,PacketResponder <#4> for block <#2> terminating
621,PacketResponder <#4> for block <#2> terminating
622,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
623,PacketResponder <#4> for block <#2> terminating
624,Receiving block <#2> src: <#7> dest: <#8>
625,Received block <#2> of size <#5> from <#9>
626,<#1> NameSystem.allocateBlock: <#12> <#3>
627,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
628,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
629,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
630,<#1> NameSystem.allocateBlock: <#12> <#3>
631,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
632,Received block <#2> of size <#5> from <#9>
633,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
634,Receiving block <#2> src: <#7> dest: <#8>
635,Receiving block <#2> src: <#7> dest: <#8>
636,Receiving block <#2> src: <#7> dest: <#8>
637,Received block <#2> of size <#5> from <#9>
638,Receiving block <#2> src: <#7> dest: <#8>
639,PacketResponder <#4> for block <#2> terminating
640,Receiving block <#2> src: <#7> dest: <#8>
641,PacketResponder <#4> for block <#2> terminating
642,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
643,PacketResponder <#4> for block <#2> terminating
644,Received block <#2> of size <#5> from <#9>
645,Verification succeeded for <#3>
646,<#1> NameSystem.allocateBlock: <#12> <#3>
647,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
648,Receiving block <#2> src: <#7> dest: <#8>
649,Received block <#2> of size <#5> from <#9>
650,Receiving block <#2> src: <#7> dest: <#8>
651,Received block <#2> of size <#5> from <#9>
652,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
653,Received block <#2> of size <#5> from <#9>
654,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
655,Received block <#2> of size <#5> from <#9>
656,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
657,Receiving block <#2> src: <#7> dest: <#8>
658,Receiving block <#2> src: <#7> dest: <#8>
659,Receiving block <#2> src: <#7> dest: <#8>
660,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
661,Receiving block <#2> src: <#7> dest: <#8>
662,PacketResponder <#4> for block <#2> terminating
663,Receiving block <#2> src: <#7> dest: <#8>
664,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
665,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
666,Received block <#2> of size <#5> from <#9>
667,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
668,Received block <#2> of size <#5> from <#9>
669,Received block <#2> of size <#5> from <#9>
670,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
671,Received block <#2> of size <#5> from <#9>
672,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
673,PacketResponder <#4> for block <#2> terminating
674,PacketResponder <#4> for block <#2> terminating
675,PacketResponder <#4> for block <#2> terminating
676,<#1> NameSystem.allocateBlock: <#12> <#3>
677,Receiving block <#2> src: <#7> dest: <#8>
678,PacketResponder <#4> for block <#2> terminating
679,<#15> Served block <#2> to <#6>
680,<#14> exception while serving <#3> to <#6>
681,<#14> exception while serving <#3> to <#6>
682,<#14> exception while serving <#3> to <#6>
683,<#14> exception while serving <#3> to <#6>
684,<#14> exception while serving <#3> to <#6>
685,<#14> exception while serving <#3> to <#6>
686,<#15> Served block <#2> to <#6>
687,<#14> exception while serving <#3> to <#6>
688,<#15> Served block <#2> to <#6>
689,<#14> exception while serving <#3> to <#6>
690,<#14> exception while serving <#3> to <#6>
691,<#14> exception while serving <#3> to <#6>
692,<#14> exception while serving <#3> to <#6>
693,<#15> Served block <#2> to <#6>
694,<#14> exception while serving <#3> to <#6>
695,<#15> Served block <#2> to <#6>
696,<#14> exception while serving <#3> to <#6>
697,<#14> exception while serving <#3> to <#6>
698,Verification succeeded for <#3>
699,<#14> exception while serving <#3> to <#6>
700,<#15> Served block <#2> to <#6>
701,<#14> exception while serving <#3> to <#6>
702,<#1> NameSystem.allocateBlock: <#12> <#3>
703,Receiving block <#2> src: <#7> dest: <#8>
704,PacketResponder <#4> for block <#2> terminating
705,PacketResponder <#4> for block <#2> terminating
706,<#1> NameSystem.allocateBlock: <#12> <#3>
707,Receiving block <#2> src: <#7> dest: <#8>
708,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
709,Receiving block <#2> src: <#7> dest: <#8>
710,Received block <#2> of size <#5> from <#9>
711,Receiving block <#2> src: <#7> dest: <#8>
712,Receiving block <#2> src: <#7> dest: <#8>
713,PacketResponder <#4> for block <#2> terminating
714,Receiving block <#2> src: <#7> dest: <#8>
715,Receiving block <#2> src: <#7> dest: <#8>
716,Received block <#2> of size <#5> from <#9>
717,Receiving block <#2> src: <#7> dest: <#8>
718,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
719,PacketResponder <#4> for block <#2> terminating
720,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
721,Received block <#2> of size <#5> from <#9>
722,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
723,Received block <#2> of size <#5> from <#9>
724,Receiving block <#2> src: <#7> dest: <#8>
725,Receiving block <#2> src: <#7> dest: <#8>
726,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
727,PacketResponder <#4> for block <#2> terminating
728,Received block <#2> of size <#5> from <#9>
729,Receiving block <#2> src: <#7> dest: <#8>
730,Receiving block <#2> src: <#7> dest: <#8>
731,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
732,Receiving block <#2> src: <#7> dest: <#8>
733,Received block <#2> of size <#5> from <#9>
734,<#1> NameSystem.allocateBlock: <#12> <#3>
735,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
736,PacketResponder <#4> for block <#2> terminating
737,PacketResponder <#4> for block <#2> terminating
738,PacketResponder <#4> for block <#2> terminating
739,Received block <#2> of size <#5> from <#9>
740,Received block <#2> of size <#5> from <#9>
741,Received block <#2> of size <#5> from <#9>
742,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
743,PacketResponder <#4> for block <#2> terminating
744,Receiving block <#2> src: <#7> dest: <#8>
745,Received block <#2> of size <#5> from <#9>
746,PacketResponder <#4> for block <#2> terminating
747,Received block <#2> of size <#5> from <#9>
748,Receiving block <#2> src: <#7> dest: <#8>
749,PacketResponder <#4> for block <#2> terminating
750,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
751,<#1> NameSystem.allocateBlock: <#12> <#3>
752,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
753,Receiving block <#2> src: <#7> dest: <#8>
754,Verification succeeded for <#3>
755,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
756,Receiving block <#2> src: <#7> dest: <#8>
757,Receiving block <#2> src: <#7> dest: <#8>
758,<#1> NameSystem.allocateBlock: <#12> <#3>
759,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
760,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
761,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
762,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
763,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
764,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
765,Receiving block <#2> src: <#7> dest: <#8>
766,PacketResponder <#4> for block <#2> terminating
767,<#1> NameSystem.allocateBlock: <#12> <#3>
768,<#1> NameSystem.allocateBlock: <#12> <#3>
769,Receiving block <#2> src: <#7> dest: <#8>
770,PacketResponder <#4> for block <#2> terminating
771,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
772,Received block <#2> of size <#5> from <#9>
773,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
774,Receiving block <#2> src: <#7> dest: <#8>
775,PacketResponder <#4> for block <#2> terminating
776,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
777,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
778,PacketResponder <#4> for block <#2> terminating
779,Receiving block <#2> src: <#7> dest: <#8>
780,Verification succeeded for <#3>
781,Received block <#2> of size <#5> from <#9>
782,Receiving block <#2> src: <#7> dest: <#8>
783,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
784,<#15> Served block <#2> to <#6>
785,<#15> Served block <#2> to <#6>
786,<#14> exception while serving <#3> to <#6>
787,<#14> exception while serving <#3> to <#6>
788,<#15> Served block <#2> to <#6>
789,Verification succeeded for <#3>
790,<#14> exception while serving <#3> to <#6>
791,<#15> Served block <#2> to <#6>
792,<#14> exception while serving <#3> to <#6>
793,<#15> Served block <#2> to <#6>
794,<#14> exception while serving <#3> to <#6>
795,Verification succeeded for <#3>
796,Verification succeeded for <#3>
797,<#14> exception while serving <#3> to <#6>
798,<#14> exception while serving <#3> to <#6>
799,<#14> exception while serving <#3> to <#6>
800,<#15> Served block <#2> to <#6>
801,<#14> exception while serving <#3> to <#6>
802,<#15> Served block <#2> to <#6>
803,<#14> exception while serving <#3> to <#6>
804,<#15> Served block <#2> to <#6>
805,<#15> Served block <#2> to <#6>
806,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
807,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
808,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
809,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
810,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
811,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
812,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
813,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
814,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
815,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
816,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
817,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
818,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
819,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
820,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
821,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
822,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
823,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
824,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
825,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
826,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
827,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
828,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
829,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
830,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
831,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
832,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
833,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
834,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
835,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
836,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
837,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
838,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
839,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
840,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
841,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
842,<#15> Served block <#2> to <#6>
843,Received block <#2> of size <#5> from <#9>
844,Deleting block <#2> file <#11>
845,Receiving block <#2> src: <#7> dest: <#8>
846,Deleting block <#2> file <#11>
847,Deleting block <#2> file <#11>
848,Deleting block <#2> file <#11>
849,Deleting block <#2> file <#11>
850,Deleting block <#2> file <#11>
851,Deleting block <#2> file <#11>
852,Deleting block <#2> file <#11>
853,Deleting block <#2> file <#11>
854,Receiving block <#2> src: <#7> dest: <#8>
855,Deleting block <#2> file <#11>
856,Deleting block <#2> file <#11>
857,Deleting block <#2> file <#11>
858,Received block <#2> of size <#5> from <#9>
859,Deleting block <#2> file <#11>
860,Deleting block <#2> file <#11>
861,Deleting block <#2> file <#11>
862,Deleting block <#2> file <#11>
863,Deleting block <#2> file <#11>
864,Deleting block <#2> file <#11>
865,Deleting block <#2> file <#11>
866,Deleting block <#2> file <#11>
867,Deleting block <#2> file <#11>
868,Deleting block <#2> file <#11>
869,Deleting block <#2> file <#11>
870,Deleting block <#2> file <#11>
871,Deleting block <#2> file <#11>
872,Deleting block <#2> file <#11>
873,Deleting block <#2> file <#11>
874,Deleting block <#2> file <#11>
875,Deleting block <#2> file <#11>
876,Deleting block <#2> file <#11>
877,Deleting block <#2> file <#11>
878,Deleting block <#2> file <#11>
879,Deleting block <#2> file <#11>
880,Deleting block <#2> file <#11>
881,Deleting block <#2> file <#11>
882,Deleting block <#2> file <#11>
883,Deleting block <#2> file <#11>
884,Deleting block <#2> file <#11>
885,Deleting block <#2> file <#11>
886,Deleting block <#2> file <#11>
887,Deleting block <#2> file <#11>
888,Deleting block <#2> file <#11>
889,Deleting block <#2> file <#11>
890,Deleting block <#2> file <#11>
891,Deleting block <#2> file <#11>
892,Deleting block <#2> file <#11>
893,Deleting block <#2> file <#11>
894,Receiving block <#2> src: <#7> dest: <#8>
895,Deleting block <#2> file <#11>
896,Deleting block <#2> file <#11>
897,Receiving block <#2> src: <#7> dest: <#8>
898,PacketResponder <#4> for block <#2> terminating
899,Receiving block <#2> src: <#7> dest: <#8>
900,Deleting block <#2> file <#11>
901,Received block <#2> of size <#5> from <#9>
902,Receiving block <#2> src: <#7> dest: <#8>
903,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
904,PacketResponder <#4> for block <#2> terminating
905,PacketResponder <#4> for block <#2> terminating
906,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
907,Receiving block <#2> src: <#7> dest: <#8>
908,PacketResponder <#4> for block <#2> terminating
909,Received block <#2> of size <#5> from <#9>
910,Receiving block <#2> src: <#7> dest: <#8>
911,<#15> Starting thread to transfer block <#2> to <#6>
912,Received block <#2> of size <#5> from <#9>
913,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
914,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
915,PacketResponder <#4> for block <#2> terminating
916,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
917,PacketResponder <#4> for block <#2> terminating
918,PacketResponder <#4> for block <#2> terminating
919,PacketResponder <#4> for block <#2> terminating
920,Received block <#2> of size <#5> from <#9>
921,Received block <#2> of size <#5> from <#9>
922,Deleting block <#2> file <#11>
923,Received block <#2> of size <#5> from <#9>
924,Receiving block <#2> src: <#7> dest: <#8>
925,Received block <#2> of size <#5> from <#9>
926,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
927,<#1> ask <#13> to delete <#3>
928,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
929,<#1> NameSystem.allocateBlock: <#12> <#3>
930,PacketResponder <#4> for block <#2> terminating
931,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
932,Received block <#2> of size <#5> from <#9>
933,Received block <#2> of size <#5> from <#9>
934,Receiving block <#2> src: <#7> dest: <#8>
935,PacketResponder <#4> for block <#2> terminating
936,PacketResponder <#4> for block <#2> terminating
937,Receiving block <#2> src: <#7> dest: <#8>
938,Received block <#2> of size <#5> from <#9>
939,PacketResponder <#4> for block <#2> terminating
940,Receiving block <#2> src: <#7> dest: <#8>
941,PacketResponder <#4> for block <#2> terminating
942,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
943,<#1> NameSystem.allocateBlock: <#12> <#3>
944,Receiving block <#2> src: <#7> dest: <#8>
945,PacketResponder <#4> for block <#2> terminating
946,Receiving block <#2> src: <#7> dest: <#8>
947,Received block <#2> of size <#5> from <#9>
948,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
949,PacketResponder <#4> for block <#2> terminating
950,Received block <#2> of size <#5> from <#9>
951,Receiving block <#2> src: <#7> dest: <#8>
952,PacketResponder <#4> for block <#2> terminating
953,Received block <#2> of size <#5> from <#9>
954,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
955,PacketResponder <#4> for block <#2> terminating
956,Receiving block <#2> src: <#7> dest: <#8>
957,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
958,Received block <#2> of size <#5> from <#9>
959,Received block <#2> of size <#5> from <#9>
960,Received block <#2> of size <#5> from <#9>
961,PacketResponder <#4> for block <#2> terminating
962,<#1> NameSystem.allocateBlock: <#12> <#3>
963,Received block <#2> of size <#5> from <#9>
964,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
965,Receiving block <#2> src: <#7> dest: <#8>
966,Receiving block <#2> src: <#7> dest: <#8>
967,Received block <#2> of size <#5> from <#9>
968,Receiving block <#2> src: <#7> dest: <#8>
969,Receiving block <#2> src: <#7> dest: <#8>
970,PacketResponder <#4> for block <#2> terminating
971,Receiving block <#2> src: <#7> dest: <#8>
972,PacketResponder <#4> for block <#2> terminating
973,PacketResponder <#4> for block <#2> terminating
974,<#1> NameSystem.allocateBlock: <#12> <#3>
975,Received block <#2> of size <#5> from <#9>
976,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
977,Received block <#2> of size <#5> from <#9>
978,PacketResponder <#4> for block <#2> terminating
979,Receiving block <#2> src: <#7> dest: <#8>
980,Receiving block <#2> src: <#7> dest: <#8>
981,Received block <#2> of size <#5> from <#9>
982,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
983,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
984,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
985,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
986,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
987,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
988,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
989,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
990,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
991,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
992,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
993,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
994,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
995,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
996,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
997,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
998,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
999,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
1000,<#1> NameSystem.delete: <#3> is added to invalidSet of <#10>
1001,Deleting block <#2> file <#11>
1002,<#1> NameSystem.allocateBlock: <#12> <#3>
1003,Deleting block <#2> file <#11>
1004,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
1005,Deleting block <#2> file <#11>
1006,Deleting block <#2> file <#11>
1007,<#1> NameSystem.allocateBlock: <#12> <#3>
1008,Deleting block <#2> file <#11>
1009,Deleting block <#2> file <#11>
1010,Deleting block <#2> file <#11>
1011,Deleting block <#2> file <#11>
1012,Receiving block <#2> src: <#7> dest: <#8>
1013,Deleting block <#2> file <#11>
1014,Deleting block <#2> file <#11>
1015,Deleting block <#2> file <#11>
1016,Deleting block <#2> file <#11>
1017,Deleting block <#2> file <#11>
1018,Received block <#2> of size <#5> from <#9>
1019,Receiving block <#2> src: <#7> dest: <#8>
1020,Received block <#2> of size <#5> from <#9>
1021,PacketResponder <#4> for block <#2> terminating
1022,<#1> NameSystem.allocateBlock: <#12> <#3>
1023,Receiving block <#2> src: <#7> dest: <#8>
1024,Received block <#2> of size <#5> from <#9>
1025,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
1026,Received block <#2> of size <#5> from <#9>
1027,Received block <#2> of size <#5> from <#9>
1028,<#1> ask <#13> to delete <#3>
1029,Receiving block <#2> src: <#7> dest: <#8>
1030,Receiving block <#2> src: <#7> dest: <#8>
1031,PacketResponder <#4> for block <#2> terminating
1032,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
1033,PacketResponder <#4> for block <#2> terminating
1034,Receiving block <#2> src: <#7> dest: <#8>
1035,Receiving block <#2> src: <#7> dest: <#8>
1036,Received block <#2> of size <#5> from <#9>
1037,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
1038,Receiving block <#2> src: <#7> dest: <#8>
1039,PacketResponder <#4> for block <#2> terminating
1040,PacketResponder <#4> for block <#2> terminating
1041,PacketResponder <#4> for block <#2> terminating
1042,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
1043,<#1> NameSystem.allocateBlock: <#12> <#3>
1044,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
1045,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
1046,Received block <#2> of size <#5> from <#9>
1047,Receiving block <#2> src: <#7> dest: <#8>
1048,Received block <#2> of size <#5> from <#9>
1049,Receiving block <#2> src: <#7> dest: <#8>
1050,Receiving block <#2> src: <#7> dest: <#8>
1051,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
1052,Receiving block <#2> src: <#7> dest: <#8>
1053,Received block <#2> of size <#5> from <#9>
1054,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
1055,Received block <#2> of size <#5> from <#9>
1056,Received block <#2> of size <#5> from <#9>
1057,Receiving block <#2> src: <#7> dest: <#8>
1058,Receiving block <#2> src: <#7> dest: <#8>
1059,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
1060,Receiving block <#2> src: <#7> dest: <#8>
1061,PacketResponder <#4> for block <#2> terminating
1062,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
1063,Receiving block <#2> src: <#7> dest: <#8>
1064,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
1065,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
1066,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
1067,PacketResponder <#4> for block <#2> terminating
1068,<#1> NameSystem.addStoredBlock: blockMap updated: <#6> is added to <#3> size <#5>
